publications;siteName;siteType;country;region;town;lat;lon;distCoastKm;elevationM;refIndividualIsoarch;refIndividualInPubli;individualType;individualRelDatingLowerLimit;individualRelDatingUpperLimit;individualRelDatingIsReliable;individualAbsDatingMatIsOrganic;individualAbsDatingLabNum;individualAbsDatingConvAgeMean;individualAbsDatingConvAgeUncertainity;individualAbsDating2SigmaCalibratedResLowerLimit;humanSex;agePubliClassName;humanAgeClass;humanAgeEstimMin;humanAgeEstimMax;humanStatureCm;humanBonePreservLevel;humanSkelRepresLevel;funeraryStructNum;funeraryDepositionType;funeraryInhumationType1;funeraryInhumationType2;funeraryContainerType;funeraryBurialType1;funeraryBurialType2;funeraryInhumationPosition;funeraryBodyOrientation;faunaClass;faunaOrder;faunaFamily;faunaSubfamily;faunaGenus;faunaSpecies;plantMetabolism;plantFamily;plantGenus;plantSpecies;refSampleIsoarch;sampleType;sampleSubType;skelPart;teethCategory;teethType;teethNum;refMeasureOrganicIsoarch;d13C;d15N;d34S;%Col;%C;%N;C/N;measureOrganiclChronologicalOrder;dDOrganic;refMeasureMineralIsoarch;d13CCarb;d18OCarb;d13CPhos;d18OPhos;dDMineral;Sr87/Sr86;srConcentration;measureMineralChronologicalOrder
"";"Edessa";"";"Greece";"Central Macedonia";"Edessa";"40.8000000";"22.0500000";"59";"308";"8779";"Peaches";"Plant";"1900";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15160";"Fruit";"";"";"";"";"";"17974";"-26.6";"3.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"Veroia";"";"Greece";"Central Macedonia";"Veroia";"40.5166670";"22.2000000";"33";"176";"8782";"Apricots";"Plant";"1900";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15163";"Fruit";"";"";"";"";"";"17977";"-24.9";"4.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10611";"BAGA H 1";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17442";"Organic";"";"";"";"";"";"19787";"-24.5";"5.7";"";"";"62.9";"3.1";"23.6";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10612";"BAGA H 3";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17443";"Organic";"";"";"";"";"";"19788";"-23.4";"4.4";"";"";"63.8";"2.7";"27.4";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10613";"BAGA H 4";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17444";"Organic";"";"";"";"";"";"19789";"-24.3";"3.8";"";"";"63.0";"2.7";"27.0";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10614";"BAGA H 7";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17445";"Organic";"";"";"";"";"";"19790";"-23.9";"9.4";"";"";"63.7";"3.1";"24.2";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10615";"BAGA H 9";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17446";"Organic";"";"";"";"";"";"19791";"-23.3";"8.3";"";"";"63.6";"4.6";"16.2";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10616";"BAGA H 11";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17447";"Organic";"";"";"";"";"";"19792";"-24.1";"4.2";"";"";"62.7";"2.6";"28.1";"";"";"";"";"";"";"";"";"";"";""
"Knipper et al. 2016";"Basel-Gasfabrik";"";"Switzerland";"Basel-City";"Basel";"47.5714140";"7.5813600";"362";"260";"10617";"BAGA H 12";"Plant";"-250";"-80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17448";"Organic";"";"";"";"";"";"19793";"-24.3";"6.2";"";"";"64.8";"2.7";"28.3";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12330";"LBCFA16F";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19378";"Bone";"";"";"";"";"";"21506";"-22.5";"9.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12331";"LBCFD16E";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19379";"Bone";"";"";"";"";"";"21507";"-23.0";"10.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12332";"LBCFA16B";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19380";"Bone";"";"";"";"";"";"21508";"-22.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12333";"LBCFA16D";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19381";"Bone";"";"";"";"";"";"21509";"-22.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12334";"LBCFA16E";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19382";"Bone";"";"";"";"";"";"21510";"-23.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12335";"LBCFD16I&J";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19383";"Bone";"";"";"";"";"";"21511";"-22.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12336";"LBCFA16I";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19384";"Bone";"";"";"";"";"";"21512";"-23.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12337";"LBCFD16H";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19385";"Bone";"";"";"";"";"";"21513";"-23.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12338";"LBCFD16F";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19386";"Bone";"";"";"";"";"";"21514";"-24.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12339";"LBCFA16J";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19387";"Bone";"";"";"";"";"";"21515";"-22.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12340";"LBCFA16A";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19388";"Bone";"";"";"";"";"";"21516";"-23.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12341";"LBCFD16C";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19389";"Bone";"";"";"";"";"";"21517";"-23.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12342";"LBCFA16C";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19390";"Bone";"";"";"";"";"";"21518";"-24.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12343";"LBCFD16B";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19391";"Bone";"";"";"";"";"";"21519";"-24.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12344";"LBCFD16G";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19392";"Bone";"";"";"";"";"";"21520";"-24.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12345";"LBCFD16A";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19393";"Bone";"";"";"";"";"";"21521";"-24.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12346";"LBCFA16H";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19394";"Bone";"";"";"";"";"";"21522";"-24.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12347";"LBCFD016D";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19395";"Bone";"";"";"";"";"";"21523";"-22.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12348";"LBCFA16G";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19396";"Bone";"";"";"";"";"";"21524";"-24.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12349";"LBCFD1008I&J";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19397";"Bone";"";"";"";"";"";"21525";"-22.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12350";"LBTA1008G";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19398";"Bone";"";"";"";"";"";"21526";"-20.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12351";"LBTA1008F";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19399";"Bone";"";"";"";"";"";"21527";"-21.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12352";"LBTA1008C";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19400";"Bone";"";"";"";"";"";"21528";"-22.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12353";"LBCFD1008A";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19401";"Bone";"";"";"";"";"";"21529";"-24.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12354";"LBCFD1008C";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19402";"Bone";"";"";"";"";"";"21530";"-23.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12355";"LBCFD1008G";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19403";"Bone";"";"";"";"";"";"21531";"-22.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12356";"LBTA1008B";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19404";"Bone";"";"";"";"";"";"21532";"-24.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12357";"LBTA1008D";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19405";"Bone";"";"";"";"";"";"21533";"-22.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12358";"LBCFD1008E";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19406";"Bone";"";"";"";"";"";"21534";"-23.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12359";"LBTA1008K";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19407";"Bone";"";"";"";"";"";"21535";"-22.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12360";"LBCFD1008D";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19408";"Bone";"";"";"";"";"";"21536";"-22.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12361";"LBCFD1008F";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19409";"Bone";"";"";"";"";"";"21537";"-24.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12362";"LBTA1008E";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19410";"Bone";"";"";"";"";"";"21538";"-23.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12363";"LBCFD1008H";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19411";"Bone";"";"";"";"";"";"21539";"-23.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12364";"LBTA1008H";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19412";"Bone";"";"";"";"";"";"21540";"-24.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12365";"LBTA1008A";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19413";"Bone";"";"";"";"";"";"21541";"-23.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12366";"LBTA1008I";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19414";"Bone";"";"";"";"";"";"21542";"-23.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12367";"LBCFD1088B";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19415";"Bone";"";"";"";"";"";"21543";"-23.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12368";"LBTA1008J";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19416";"Bone";"";"";"";"";"";"21544";"-23.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12369";"LBTA1008L";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19417";"Bone";"";"";"";"";"";"21545";"-23.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12370";"LBTA1012I";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19418";"Bone";"";"";"";"";"";"21546";"-23.4";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12371";"LBTD1012H&I";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19419";"Bone";"";"";"";"";"";"21547";"-23.0";"10.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12372";"LBTA1012F";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19420";"Bone";"";"";"";"";"";"21548";"-21.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12373";"LBTA1012D";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19421";"Bone";"";"";"";"";"";"21549";"-22.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12374";"LBTD1012E";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19422";"Bone";"";"";"";"";"";"21550";"-22.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12375";"LBTA1012E";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19423";"Bone";"";"";"";"";"";"21551";"-23.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12376";"LBTD1012B";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19424";"Bone";"";"";"";"";"";"21552";"-21.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12377";"LBTA1012A";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19425";"Bone";"";"";"";"";"";"21553";"-22.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12378";"LBTD1012J";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19426";"Bone";"";"";"";"";"";"21554";"-23.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12379";"LBTD1012C";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19427";"Bone";"";"";"";"";"";"21555";"-23.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12380";"LBTA1012G";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19428";"Bone";"";"";"";"";"";"21556";"-24.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12381";"LBTA1012B";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19429";"Bone";"";"";"";"";"";"21557";"-22.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"O'Connell et al. 2019";"Portus Romae";"";"Italy";"Lazio";"Rome";"41.7819280";"12.2585720";"3";"2";"12382";"LBTD1012F";"Plant";"100";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19430";"Bone";"";"";"";"";"";"21558";"-24.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
